product_id,name,brand,brand_id,category,category_id,subcategory,subcategory_id,description,dietary_tags_json,allergen_tags_json,ingredients_text,aliases_json,country_of_origin_code,attributes_json,lifecycle,rating,reviews,nutrition_per_100g_json
"prd_qm_munchmitra_classic_potato_crisps","Classic Potato Crisps","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""classic potato crisps"",""biscuits"",""munchmitra classic potato crisps""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","2218","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_smoky_barbecue_crisps","Smoky Barbecue Crisps","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""smoky barbecue crisps"",""biscuits"",""nibblenest smoky barbecue crisps""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","2391","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_lime_chilli_crisps","Lime Chilli Crisps","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""lime chilli crisps"",""biscuits"",""crispkettle lime chilli crisps""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","2564","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_tomato_herb_crisps","Tomato Herb Crisps","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""tomato herb crisps"",""biscuits"",""munchmitra tomato herb crisps""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","2737","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_roasted_corn_puffs","Roasted Corn Puffs","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""roasted corn puffs"",""biscuits"",""nibblenest roasted corn puffs""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","2910","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_masala_lentil_rings","Masala Lentil Rings","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""masala lentil rings"",""biscuits"",""crispkettle masala lentil rings""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","3083","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_spiced_gram_sev","Spiced Gram Sev","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""spiced gram sev"",""biscuits"",""munchmitra spiced gram sev""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","3256","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_tangy_trail_mix","Tangy Trail Mix","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""tangy trail mix"",""biscuits"",""nibblenest tangy trail mix""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","3429","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_peanut_jaggery_brittle","Peanut Jaggery Brittle","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""peanut jaggery brittle"",""biscuits"",""crispkettle peanut jaggery brittle""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","3602","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_roasted_chana_mix","Roasted Chana Mix","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""roasted chana mix"",""biscuits"",""munchmitra roasted chana mix""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","3775","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_rice_crackle_sticks","Rice Crackle Sticks","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""rice crackle sticks"",""biscuits"",""nibblenest rice crackle sticks""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","3948","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_cheese_corn_nachos","Cheese Corn Nachos","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""cheese corn nachos"",""biscuits"",""crispkettle cheese corn nachos""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","4121","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_pepper_banana_chips","Pepper Banana Chips","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""pepper banana chips"",""biscuits"",""munchmitra pepper banana chips""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","4294","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_cumin_mathri","Cumin Mathri","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""cumin mathri"",""biscuits"",""nibblenest cumin mathri""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","4467","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_baked_multigrain_chips","Baked Multigrain Chips","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""baked multigrain chips"",""biscuits"",""crispkettle baked multigrain chips""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","4640","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_savoury_millet_puffs","Savoury Millet Puffs","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""savoury millet puffs"",""biscuits"",""munchmitra savoury millet puffs""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","4813","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_chilli_garlic_peanuts","Chilli Garlic Peanuts","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""chilli garlic peanuts"",""biscuits"",""nibblenest chilli garlic peanuts""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","4986","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_crispkettle_sweet_plantain_crisps","Sweet Plantain Crisps","CrispKettle","brand_qm_crispkettle","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""sweet plantain crisps"",""biscuits"",""crispkettle sweet plantain crisps""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.4","5159","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_munchmitra_herb_wafer_sticks","Herb Wafer Sticks","MunchMitra","brand_qm_munchmitra","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""herb wafer sticks"",""biscuits"",""munchmitra herb wafer sticks""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.7","5332","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_nibblenest_caramel_popcorn","Caramel Popcorn","NibbleNest","brand_qm_nibblenest","snacks","cat_qm_snacks","biscuits_chips_namkeen","subcat_qm_biscuits_chips_namkeen","Crunchy ready-to-eat snack for tea breaks, travel, sharing and quick hunger occasions.","[""vegetarian""]","[""wheat"",""gluten"",""milk"",""peanuts""]","Cereals, pulses or potatoes, edible vegetable oil, spices, sugar and salt","[""caramel popcorn"",""biscuits"",""nibblenest caramel popcorn""]","IN","{""storage"":""ambient"",""pack_size"":""100 g""}","active","4.1","5505","{""energy"":500,""protein"":8,""total_sugar"":10,""added_sugar"":7,""total_fat"":25}"
"prd_qm_fizzyleaf_sparkling_cola_drink","Sparkling Cola Drink","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""sparkling cola drink"",""drinks"",""fizzyleaf sparkling cola drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","5678","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_lemon_lime_fizz","Lemon Lime Fizz","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""lemon lime fizz"",""drinks"",""pourhouse lemon lime fizz""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","5851","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_orange_sparkling_drink","Orange Sparkling Drink","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""orange sparkling drink"",""drinks"",""sunsip orange sparkling drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","6024","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_ginger_ale","Ginger Ale","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""ginger ale"",""drinks"",""fizzyleaf ginger ale""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","6197","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_mango_fruit_drink","Mango Fruit Drink","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""mango fruit drink"",""drinks"",""pourhouse mango fruit drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","6370","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_guava_fruit_drink","Guava Fruit Drink","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""guava fruit drink"",""drinks"",""sunsip guava fruit drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","6543","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_mixed_fruit_nectar","Mixed Fruit Nectar","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""mixed fruit nectar"",""drinks"",""fizzyleaf mixed fruit nectar""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","6716","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_tender_coconut_water","Tender Coconut Water","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""tender coconut water"",""drinks"",""pourhouse tender coconut water""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","6889","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_packaged_drinking_water","Packaged Drinking Water","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""packaged drinking water"",""drinks"",""sunsip packaged drinking water""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","7062","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_soda_water","Soda Water","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""soda water"",""drinks"",""fizzyleaf soda water""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","7235","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_peach_iced_tea","Peach Iced Tea","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""peach iced tea"",""drinks"",""pourhouse peach iced tea""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","7408","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_lemon_iced_tea","Lemon Iced Tea","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""lemon iced tea"",""drinks"",""sunsip lemon iced tea""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","7581","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
